typeIndex,namespace,typeName,fullName,fieldStart,fieldCount,methodStart,methodCount,fields,methods,flags,bitfield,token,metadataConfidence,evidence
6267,Unity.Profiling.LowLevel.Unsafe,ProfilerCategoryDescription,Unity.Profiling.LowLevel.Unsafe.ProfilerCategoryDescription,31131,6,4294967295,0,Id;Flags;Color;reserved0;NameUtf8Len;NameUtf8,,1048849,17,33554465,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6268,Unity.Profiling.LowLevel.Unsafe,ProfilerUnsafeUtility,Unity.Profiling.LowLevel.Unsafe.ProfilerUnsafeUtility,4294967295,0,45777,10,,CreateCategory__Unmanaged;GetCategoryDescription;CreateMarker;CreateMarker__Unmanaged;SetMarkerMetadata__Unmanaged;BeginSample;EndSample;CreateCounterValue__Unmanaged;Utf8ToString;GetCategoryDescription_Injected,1048961,3072,33554466,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6271,Unity.IO.LowLevel.Unsafe,FileState,Unity.IO.LowLevel.Unsafe.FileState,31142,3,4294967295,0,value__;Absent;Exists,,257,3091,33554469,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6272,Unity.IO.LowLevel.Unsafe,AssetLoadingSubsystem,Unity.IO.LowLevel.Unsafe.AssetLoadingSubsystem,31145,11,4294967295,0,value__;Other;Texture;VirtualTexture;Mesh;Audio;Scripts;EntitiesScene;EntitiesStreamBinaryReader;FileInfo;ContentLoading,,257,3091,33554470,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6273,Unity.IO.LowLevel.Unsafe,Priority,Unity.IO.LowLevel.Unsafe.Priority,31156,3,4294967295,0,value__;PriorityLow;PriorityHigh,,257,3091,33554471,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6274,Unity.IO.LowLevel.Unsafe,ProcessingState,Unity.IO.LowLevel.Unsafe.ProcessingState,31159,7,4294967295,0,value__;Unknown;InQueue;Reading;Completed;Failed;Canceled,,257,3091,33554472,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6275,Unity.IO.LowLevel.Unsafe,FileReadType,Unity.IO.LowLevel.Unsafe.FileReadType,31166,3,4294967295,0,value__;Sync;Async,,257,3091,33554473,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6276,Unity.IO.LowLevel.Unsafe,AsyncReadManagerRequestMetric,Unity.IO.LowLevel.Unsafe.AsyncReadManagerRequestMetric,31169,15,4294967295,0,<AssetName>k__BackingField;<FileName>k__BackingField;<OffsetBytes>k__BackingField;<SizeBytes>k__BackingField;<AssetTypeId>k__BackingField;<CurrentBytesRead>k__BackingField;<BatchReadCount>k__BackingField;<IsBatchRead>k__BackingField;<State>k__BackingField;<ReadType>k__BackingField;<PriorityLevel>k__BackingField;<Subsystem>k__BackingField;<RequestTimeMicroseconds>k__BackingField;<TimeInQueueMicroseconds>k__BackingField;<TotalTimeMicroseconds>k__BackingField,,1048841,3073,33554474,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6277,Unity.IO.LowLevel.Unsafe,AsyncReadManagerMetricsFilters,Unity.IO.LowLevel.Unsafe.AsyncReadManagerMetricsFilters,31184,5,4294967295,0,TypeIDs;States;ReadTypes;PriorityLevels;Subsystems,,1048585,3072,33554475,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6282,Unity.Collections,ReadOnlyAttribute,Unity.Collections.ReadOnlyAttribute,4294967295,0,4294967295,0,,,1048833,3072,33554480,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6283,Unity.Collections,WriteOnlyAttribute,Unity.Collections.WriteOnlyAttribute,4294967295,0,4294967295,0,,,1048833,3072,33554481,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6284,Unity.Collections,DeallocateOnJobCompletionAttribute,Unity.Collections.DeallocateOnJobCompletionAttribute,4294967295,0,4294967295,0,,,1048833,3072,33554482,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6285,Unity.Collections,NativeFixedLengthAttribute,Unity.Collections.NativeFixedLengthAttribute,4294967295,0,4294967295,0,,,1048833,3072,33554483,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6286,Unity.Collections,NativeMatchesParallelForLengthAttribute,Unity.Collections.NativeMatchesParallelForLengthAttribute,4294967295,0,4294967295,0,,,1048833,3072,33554484,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6287,Unity.Collections,NativeDisableParallelForRestrictionAttribute,Unity.Collections.NativeDisableParallelForRestrictionAttribute,4294967295,0,4294967295,0,,,1048833,3072,33554485,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6288,Unity.Collections,Allocator,Unity.Collections.Allocator,31196,8,4294967295,0,value__;Invalid;None;Temp;TempJob;Persistent;AudioKernel;FirstUserIndex,,257,3091,33554486,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6289,Unity.Collections,LeakCategory,Unity.Collections.LeakCategory,31204,10,4294967295,0,value__;Invalid;Malloc;TempJob;Persistent;LightProbesQuery;NativeTest;MeshDataArray;TransformAccessArray;NavMeshQuery,,256,3091,33554487,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6290,Unity.Collections,NativeArrayOptions,Unity.Collections.NativeArrayOptions,31214,3,4294967295,0,value__;UninitializedMemory;ClearMemory,,257,3091,33554488,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6294,Unity.Collections,NativeArray`1,Unity.Collections.NativeArray`1,31217,3,45796,20,m_Buffer;m_Length;m_AllocatorLabel,.ctor;.ctor;Allocate;get_Length;get_Item;set_Item;get_IsCreated;Dispose;ToArray;GetEnumerator;System.Collections.Generic.IEnumerable<T>.GetEnumerator;System.Collections.IEnumerable.GetEnumerator;Equals;Equals;GetHashCode;Copy;Copy;CopySafe;CopySafe;AsReadOnly,1048841,3089,33554489,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6295,Unity.Collections,NativeArrayDispose,Unity.Collections.NativeArrayDispose,31228,2,45834,1,m_Buffer;m_AllocatorLabel,Dispose,1048840,3089,33554493,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6296,Unity.Collections,NativeArrayDisposeJob,Unity.Collections.NativeArrayDisposeJob,31230,1,45835,2,Data,Execute;RegisterNativeArrayDisposeJobReflectionData,1048840,3089,33554494,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6297,Unity.Collections,NativeArrayDebugView`1,Unity.Collections.NativeArrayDebugView`1,4294967295,0,4294967295,0,,,1048832,3072,33554495,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6298,Unity.Collections,NativeArrayReadOnlyDebugView`1,Unity.Collections.NativeArrayReadOnlyDebugView`1,4294967295,0,4294967295,0,,,1048832,3072,33554496,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6299,Unity.Collections,NativeSliceExtensions,Unity.Collections.NativeSliceExtensions,4294967295,0,45837,2,,Slice;Slice,1048961,3072,33554497,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6301,Unity.Collections,NativeSlice`1,Unity.Collections.NativeSlice`1,31231,3,45839,16,m_Buffer;m_Stride;m_Length,.ctor;.ctor;op_Implicit;.ctor;get_Item;set_Item;CopyFrom;CopyFrom;get_Stride;get_Length;GetEnumerator;System.Collections.Generic.IEnumerable<T>.GetEnumerator;System.Collections.IEnumerable.GetEnumerator;Equals;Equals;GetHashCode,1048841,3089,33554498,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6302,Unity.Collections,NativeSliceDebugView`1,Unity.Collections.NativeSliceDebugView`1,4294967295,0,4294967295,0,,,1048832,3072,33554500,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6305,Unity.Collections.LowLevel.Unsafe,BurstLike,Unity.Collections.LowLevel.Unsafe.BurstLike,4294967295,0,4294967295,0,,,1048960,3072,33554501,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6307,Unity.Collections.LowLevel.Unsafe,BurstRuntime,Unity.Collections.LowLevel.Unsafe.BurstRuntime,4294967295,0,45865,2,,GetHashCode64;HashStringWithFNV1A64,1048960,3072,33554504,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6308,Unity.Collections.LowLevel.Unsafe,NativeContainerAttribute,Unity.Collections.LowLevel.Unsafe.NativeContainerAttribute,4294967295,0,45868,1,,.ctor,1048833,3072,33554506,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6309,Unity.Collections.LowLevel.Unsafe,NativeContainerIsReadOnlyAttribute,Unity.Collections.LowLevel.Unsafe.NativeContainerIsReadOnlyAttribute,4294967295,0,45869,1,,.ctor,1048833,3072,33554507,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6310,Unity.Collections.LowLevel.Unsafe,NativeContainerIsAtomicWriteOnlyAttribute,Unity.Collections.LowLevel.Unsafe.NativeContainerIsAtomicWriteOnlyAttribute,4294967295,0,4294967295,0,,,1048833,3072,33554508,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6311,Unity.Collections.LowLevel.Unsafe,NativeContainerSupportsMinMaxWriteRestrictionAttribute,Unity.Collections.LowLevel.Unsafe.NativeContainerSupportsMinMaxWriteRestrictionAttribute,4294967295,0,45870,1,,.ctor,1048833,3072,33554509,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6312,Unity.Collections.LowLevel.Unsafe,NativeContainerSupportsDeallocateOnJobCompletionAttribute,Unity.Collections.LowLevel.Unsafe.NativeContainerSupportsDeallocateOnJobCompletionAttribute,4294967295,0,45871,1,,.ctor,1048833,3072,33554510,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6313,Unity.Collections.LowLevel.Unsafe,NativeContainerSupportsDeferredConvertListToArray,Unity.Collections.LowLevel.Unsafe.NativeContainerSupportsDeferredConvertListToArray,4294967295,0,45872,1,,.ctor,1048833,3072,33554511,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6314,Unity.Collections.LowLevel.Unsafe,NativeSetThreadIndexAttribute,Unity.Collections.LowLevel.Unsafe.NativeSetThreadIndexAttribute,4294967295,0,4294967295,0,,,1048833,3072,33554512,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6315,Unity.Collections.LowLevel.Unsafe,NativeContainerNeedsThreadIndexAttribute,Unity.Collections.LowLevel.Unsafe.NativeContainerNeedsThreadIndexAttribute,4294967295,0,4294967295,0,,,1048833,3072,33554513,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6316,Unity.Collections.LowLevel.Unsafe,WriteAccessRequiredAttribute,Unity.Collections.LowLevel.Unsafe.WriteAccessRequiredAttribute,4294967295,0,45873,1,,.ctor,1048577,3072,33554514,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6317,Unity.Collections.LowLevel.Unsafe,NativeDisableUnsafePtrRestrictionAttribute,Unity.Collections.LowLevel.Unsafe.NativeDisableUnsafePtrRestrictionAttribute,4294967295,0,45874,1,,.ctor,1048833,3072,33554515,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6318,Unity.Collections.LowLevel.Unsafe,NativeDisableContainerSafetyRestrictionAttribute,Unity.Collections.LowLevel.Unsafe.NativeDisableContainerSafetyRestrictionAttribute,4294967295,0,45875,1,,.ctor,1048833,3072,33554516,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6319,Unity.Collections.LowLevel.Unsafe,NativeSetClassTypeToNullOnScheduleAttribute,Unity.Collections.LowLevel.Unsafe.NativeSetClassTypeToNullOnScheduleAttribute,4294967295,0,4294967295,0,,,1048833,3072,33554517,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6320,Unity.Collections.LowLevel.Unsafe,NativeArrayUnsafeUtility,Unity.Collections.LowLevel.Unsafe.NativeArrayUnsafeUtility,4294967295,0,45876,3,,ConvertExistingDataToNativeArray;GetUnsafePtr;GetUnsafeReadOnlyPtr,1048961,3072,33554518,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6321,Unity.Collections.LowLevel.Unsafe,NativeSliceUnsafeUtility,Unity.Collections.LowLevel.Unsafe.NativeSliceUnsafeUtility,4294967295,0,45879,3,,ConvertExistingDataToNativeSlice;GetUnsafePtr;GetUnsafeReadOnlyPtr,1048961,3072,33554519,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6323,Unity.Collections.LowLevel.Unsafe,UnsafeUtility,Unity.Collections.LowLevel.Unsafe.UnsafeUtility,4294967295,0,45882,30,,IsBlittable;LeakRecord;LeakErase;MallocTracked;FreeTracked;Malloc;Free;MemCpy;MemCpyStride;MemSet;MemClear;IsBlittable;IsBlittableValueType;GetReasonForTypeNonBlittableImpl;IsArrayBlittable;IsGenericListBlittable;GetReasonForArrayNonBlittable;GetReasonForGenericListNonBlittable;AlignOf;ReadArrayElement;ReadArrayElementWithStride;WriteArrayElement;WriteArrayElementWithStride;AddressOf;SizeOf;As;AsRef;EnumToInt;InternalEnumToInt;EnumEquals,1048961,3072,33554520,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6326,Unity.Burst.LowLevel,BurstCompilerService,Unity.Burst.LowLevel.BurstCompilerService,4294967295,0,45914,1,,GetOrCreateSharedMemory,1048960,3072,33554524,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6561,UnityEngine,TrackedReference,UnityEngine.TrackedReference,32363,1,48247,4,m_Ptr,.ctor;op_Equality;Equals;GetHashCode,1048585,3088,33554759,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6586,UnityEngine,ShaderVariantCollection,UnityEngine.ShaderVariantCollection,4294967295,0,48383,15,,get_shaderCount;get_variantCount;get_warmedUpVariantCount;get_isWarmedUp;AddVariant;RemoveVariant;ContainsVariant;Clear;WarmUp;WarmUpProgressively;Internal_Create;.ctor;Add;Remove;Contains,1048833,3072,33554783,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6599,UnityEngine,DrivenRectTransformTracker,UnityEngine.DrivenRectTransformTracker,4294967295,0,48471,2,,Add;Clear,1048841,17,33554797,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6612,UnityEngine,SpritePackingMode,UnityEngine.SpritePackingMode,32513,3,4294967295,0,value__;Tight;Rectangle,,257,3091,33554810,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6613,UnityEngine,SpritePackingRotation,UnityEngine.SpritePackingRotation,32516,6,4294967295,0,value__;None;FlipHorizontal;FlipVertical;Rotate180;Any,,257,3091,33554811,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6660,UnityEngine.LowLevel,PlayerLoopSystemInternal,UnityEngine.LowLevel.PlayerLoopSystemInternal,32607,5,4294967295,0,type;updateDelegate;updateFunction;loopConditionFunction;numSubSystems,,1048840,3073,33554858,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6662,UnityEngine.LowLevel,PlayerLoopSystem,UnityEngine.LowLevel.PlayerLoopSystem,32612,5,48959,1,type;subSystemList;updateDelegate;updateFunction;loopConditionFunction,ToString,1048841,3073,33554859,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6663,UnityEngine.LowLevel,PlayerLoop,UnityEngine.LowLevel.PlayerLoop,4294967295,0,48962,6,,GetCurrentPlayerLoop;SetPlayerLoop;PlayerLoopSystemToInternal;InternalToPlayerLoopSystem;GetCurrentPlayerLoopInternal;SetPlayerLoopInternal,1048577,3072,33554861,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6804,UnityEngine.Pool,CollectionPool`2,UnityEngine.Pool.CollectionPool`2,32617,1,48968,4,s_Pool,Get;Get;Release;.cctor,1048577,3080,33555001,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6868,UnityEngine.Rendering,BatchPackedCullingViewID,UnityEngine.Rendering.BatchPackedCullingViewID,32923,1,49232,3,handle,GetHashCode;Equals;Equals,1048841,3089,33555066,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
6996,Cysharp.Threading.Tasks,TaskTracker,Cysharp.Threading.Tasks.TaskTracker,33507,3,49696,6,listPool;tracking;dirty,TrackActiveTask;RemoveTracking;CheckAndResetDirty;ForEachActiveTask;TypeBeautify;.cctor,1048961,3080,33554492,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8105,System.Runtime.CompilerServices,ReadOnlyCollectionBuilder`1,System.Runtime.CompilerServices.ReadOnlyCollectionBuilder`1,36037,3,55615,34,_items;_size;_version,.ctor;.ctor;set_Capacity;get_Count;IndexOf;Insert;RemoveAt;get_Item;set_Item;Add;Clear;Contains;CopyTo;System.Collections.Generic.ICollection<T>.get_IsReadOnly;Remove;GetEnumerator;System.Collections.IEnumerable.GetEnumerator;System.Collections.IList.get_IsReadOnly;System.Collections.IList.Add;System.Collections.IList.Contains;System.Collections.IList.IndexOf;System.Collections.IList.Insert;System.Collections.IList.get_IsFixedSize;System.Collections.IList.Remove;System.Collections.IList.get_Item;System.Collections.IList.set_Item;System.Collections.ICollection.CopyTo;System.Collections.ICollection.get_IsSynchronized;System.Collections.ICollection.get_SyncRoot;ToArray;ToReadOnlyCollection;EnsureCapacity;IsCompatibleObject;ValidateNullValue,1057025,3072,33555028,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8107,System.Runtime.CompilerServices,TrueReadOnlyCollection`1,System.Runtime.CompilerServices.TrueReadOnlyCollection`1,4294967295,0,55660,1,,.ctor,1048832,3072,33555031,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8126,,KeyCollectionDebugView,KeyCollectionDebugView,4294967295,0,4294967295,0,,,1048835,3072,33555051,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8128,,KeyCollection,KeyCollection,36082,4,55782,11,_expando;_expandoVersion;_expandoCount;_expandoData,.ctor;CheckVersion;Add;Clear;Contains;CopyTo;get_Count;get_IsReadOnly;Remove;GetEnumerator;System.Collections.IEnumerable.GetEnumerator,1048579,3072,33555052,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8129,,ValueCollectionDebugView,ValueCollectionDebugView,4294967295,0,4294967295,0,,,1048835,3072,33555054,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8131,,ValueCollection,ValueCollection,36091,4,55799,11,_expando;_expandoVersion;_expandoCount;_expandoData,.ctor;CheckVersion;Add;Clear;Contains;CopyTo;get_Count;get_IsReadOnly;Remove;GetEnumerator;System.Collections.IEnumerable.GetEnumerator,1048579,3072,33555055,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8148,System.Dynamic.Utils,CollectionExtensions,System.Dynamic.Utils.CollectionExtensions,4294967295,0,55894,5,,AddFirst;AddLast;RemoveFirst;RemoveLast;ToReadOnly,1048960,3072,33555072,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8150,System.Dynamic.Utils,EmptyReadOnlyCollection`1,System.Dynamic.Utils.EmptyReadOnlyCollection`1,36130,1,55906,1,Instance,.cctor,1048960,3080,33555074,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8156,System.Collections.Generic,ArrayBuilder`1,System.Collections.Generic.ArrayBuilder`1,36134,2,55975,3,_array;_count,.ctor;ToArray;UncheckedAdd,1048840,3073,33555080,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8157,System.Collections.Generic,BitHelper,System.Collections.Generic.BitHelper,36136,4,55978,5,_length;_arrayPtr;_array;_useStackAlloc,.ctor;.ctor;MarkBit;IsMarked;ToIntArrayLength,1048832,3072,33555081,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8161,System.Collections.Generic,HashSet`1,System.Collections.Generic.HashSet`1,36140,15,55983,41,Lower31BitMask;StackAllocThreshold;ShrinkThreshold;CapacityName;ElementsName;ComparerName;VersionName;_buckets;_slots;_count;_lastIndex;_freeList;_comparer;_version;_siInfo,.ctor;.ctor;.ctor;.ctor;.ctor;.ctor;CopyFrom;.ctor;System.Collections.Generic.ICollection<T>.Add;Clear;Contains;CopyTo;Remove;get_Count;System.Collections.Generic.ICollection<T>.get_IsReadOnly;GetEnumerator;System.Collections.Generic.IEnumerable<T>.GetEnumerator;System.Collections.IEnumerable.GetEnumerator;GetObjectData;OnDeserialization;Add;UnionWith;IntersectWith;SetEquals;CopyTo;CopyTo;RemoveWhere;get_Comparer;TrimExcess;Initialize;IncreaseCapacity;SetCapacity;AddIfNotPresent;AddValue;ContainsAllElements;IntersectWithHashSetWithSameEC;IntersectWithEnumerable;InternalIndexOf;CheckUniqueAndUnfoundElements;AreEqualityComparersEqual;InternalGetHashCode,1056769,3072,33555082,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8162,System.Collections.Generic,ICollectionDebugView`1,System.Collections.Generic.ICollectionDebugView`1,4294967295,0,4294967295,0,,,1048832,3072,33555086,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8165,,TimeoutTracker,TimeoutTracker,36191,2,56075,3,m_total;m_start,.ctor;get_RemainingMilliseconds;get_IsExpired,1048843,3089,33555090,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8527,,IdempotencyLevel,IdempotencyLevel,38651,4,4294967295,0,value__;IdempotencyUnknown;NoSideEffects;Idempotent,,258,3091,33554634,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8559,LC.Google.Protobuf.Reflection,ExtensionCollection,LC.Google.Protobuf.Reflection.ExtensionCollection,38766,3,59974,6,extensionsByTypeInDeclarationOrder;extensionsByTypeInNumberOrder;<UnorderedExtensions>k__BackingField,.ctor;.ctor;get_UnorderedExtensions;GetExtensionsInDeclarationOrder;GetExtensionsInNumberOrder;CrossLink,1048833,3072,33554661,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8571,,FieldCollection,FieldCollection,38860,1,60127,6,messageDescriptor,.ctor;InDeclarationOrder;InFieldNumberOrder;ByJsonName;get_Item;get_Item,1048834,3072,33554677,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8581,LC.Google.Protobuf.Reflection,PackageDescriptor,LC.Google.Protobuf.Reflection.PackageDescriptor,38882,3,60182,4,name;fullName;file,.ctor;get_Name;get_FullName;get_File,1048832,3072,33554686,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8610,LC.Google.Protobuf.Collections,Lists,LC.Google.Protobuf.Collections.Lists,4294967295,0,60288,2,,Equals;GetHashCode,1048961,3072,33554715,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8617,LC.Google.Protobuf.Collections,MapField`2,LC.Google.Protobuf.Collections.MapField`2,38919,4,60290,43,ValueEqualityComparer;KeyEqualityComparer;map;list,"Clone;Add;ContainsKey;ContainsValue;Remove;TryGetValue;get_Item;set_Item;get_Keys;get_Values;Add;GetEnumerator;System.Collections.IEnumerable.GetEnumerator;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.Add;Clear;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.Contains;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.CopyTo;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.Remove;get_Count;get_IsReadOnly;Equals;GetHashCode;Equals;AddEntriesFrom;WriteTo;CalculateSize;ToString;System.Collections.IDictionary.Add;System.Collections.IDictionary.Contains;System.Collections.IDictionary.GetEnumerator;System.Collections.IDictionary.Remove;System.Collections.ICollection.CopyTo;System.Collections.IDictionary.get_IsFixedSize;System.Collections.IDictionary.get_Keys;System.Collections.IDictionary.get_Values;System.Collections.ICollection.get_IsSynchronized;System.Collections.ICollection.get_SyncRoot;System.Collections.IDictionary.get_Item;System.Collections.IDictionary.set_Item;System.Collections.Generic.IReadOnlyDictionary<TKey,TValue>.get_Keys;System.Collections.Generic.IReadOnlyDictionary<TKey,TValue>.get_Values;.ctor;.cctor",1048833,3080,33554716,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8622,LC.Google.Protobuf.Collections,ProtobufEqualityComparers,LC.Google.Protobuf.Collections.ProtobufEqualityComparers,38939,4,60373,6,<BitwiseDoubleEqualityComparer>k__BackingField;<BitwiseSingleEqualityComparer>k__BackingField;<BitwiseNullableDoubleEqualityComparer>k__BackingField;<BitwiseNullableSingleEqualityComparer>k__BackingField,GetEqualityComparer;get_BitwiseDoubleEqualityComparer;get_BitwiseSingleEqualityComparer;get_BitwiseNullableDoubleEqualityComparer;get_BitwiseNullableSingleEqualityComparer;.cctor,1048961,3080,33554723,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
8623,LC.Google.Protobuf.Collections,ReadOnlyDictionary`2,LC.Google.Protobuf.Collections.ReadOnlyDictionary`2,38943,1,60391,21,wrapped,.ctor;Add;ContainsKey;get_Keys;Remove;TryGetValue;get_Values;get_Item;set_Item;Add;Clear;Contains;CopyTo;get_Count;get_IsReadOnly;Remove;GetEnumerator;System.Collections.IEnumerable.GetEnumerator;Equals;GetHashCode;ToString,1048832,3072,33554728,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
